Species,Owner,Country,Company,Altitude,Region,Producer,Partner,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,the coffee source inc.,Costa Rica,the coffee source inc.,1100,brunca,Coopeagri,Specialty Coffee Association,7.58,7.5,7.67,7.75,7.67,7.58,m,1100,1100,1100
Arabica,kurt kappeli,Mexico,uniÃ³n de ejidos san fernando,1600 meters,"sierra, chiapas",Various small producers,Specialty Coffee Association,7.25,6.75,6.92,6.92,7.25,7.58,m,1600,1600,1600
Arabica,the coffee source inc.,Guatemala,the coffee source inc.,1400 msm,huehuetenango,Coop. Hoja Blanca - Fedecocagua,Specialty Coffee Association,8.25,8,7.67,7.92,7.75,7.67,m,1400,1400,1400
Arabica,nucoffee,Brazil,nucoffee,1100m,grama valley,Idalina M. De Andrade Ferreira,NUCOFFEE,8,8,7.83,7.83,7.67,7.67,m,1100,1100,1100
Arabica,carl walker,Guatemala,,3500-5200 feet,"chuva, san marcos",Federico Weller,Specialty Coffee Association,7.83,8.08,7.67,8,7.75,7.67,ft,1066.8,1584.96,1325.88
Arabica,ethiopia commodity exchange,Ethiopia,,1500-2000 m,sidamo,Sidama Coffee Farmers Coop. Union,Ethiopia Commodity Exchange,7.75,7.92,7.83,7.92,7.75,7.67,m,1500,2000,1750
Arabica,cadexsa,Honduras,cadexsa,1450 msnm,marcala,Omar Acosta,Instituto HondureÃ±o del CafÃ©,7.83,7.75,8,7.67,7.67,7.67,m,1450,1450,1450
Arabica,grounds for health admin,Nicaragua,,800-1050m,jinotega,Juan Alvaro Munguia,Specialty Coffee Association,7.83,7.58,7.58,7.83,7.75,7.67,m,800,1050,925
Arabica,Consejo Salvadoreño Del Café,El Salvador,cafetalera del pacifico,1350,apaneca,J.J. Borja Nathan,Salvadoran Coffee Council,7.83,7.83,7.5,8,7.83,7.67,m,1350,1350,1350
Arabica,essencecoffee,Ethiopia,essence coffee,1900m,yirgacheffe,Moplaco,Blossom Valley International,8.08,7.83,7.75,7.83,7.58,7.67,m,1900,1900,1900
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,huila,La Plata,AlmacafÃ©,7.92,7.83,7.58,8,7.83,7.67,m,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000 psn,oriente,AMILCAR LAPOLA,Asociacion Nacional Del CafÃ©,8,7.92,7.67,7.58,7.58,7.67,ft,1219.2,1219.2,1219.2
Arabica,lusso lab,Costa Rica,lusso coffee lab,1450 ~ 1700 m,tres rios,,Specialty Coffee Association,7.75,7.83,7.75,8,7.83,7.67,m,1450,1700,1575
Arabica,yunnan coffee exchange,China,yunnan coffee exchange,1680,yunnan,Menglian Banâ€™an Coffee Processing Factory,Yunnan Coffee Exchange,7.75,7.92,7.67,7.83,7.75,7.67,m,1680,1680,1680
Arabica,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,1800,cauca,,AlmacafÃ©,8.08,7.67,7.83,7.83,7.67,7.67,m,1800,1800,1800
Arabica,maria imelda uscanga martinez,Mexico,,1350,hustusco,MARIA IMELDA USCANGA MARTINEZ,AMECAFE,8,7.92,7.42,8.08,7.5,7.67,m,1350,1350,1350
Arabica,carcafe ltda ci,Colombia,carcafe ltda,,pitalito,FRANKLIN DUSSAN,AlmacafÃ©,7.92,7.83,7.75,7.67,7.92,7.67,m,NA,NA,NA
Arabica,maria amalia guadalupe toriello elorza,Mexico,finca hamburgo,900,tapachula,MARIA AMALIA GUADALUPE TORIELLO ELORZA,AMECAFE,7.75,7.92,7.75,7.67,7.83,7.67,m,900,900,900
Arabica,victor hugo melchor cordova,Mexico,,1700,tuxtla gutierrez,VICTOR HUGO MELCHOR CORDOVA,AMECAFE,8,7.75,7.75,7.83,7.5,7.67,m,1700,1700,1700
Arabica,nucoffee,Brazil,,1200m to 1350m,vale da grama,Lucia Maria da Silva Dias,NUCOFFEE,8.17,8,7.5,7.75,7.5,7.67,m,1200,1350,1275
Arabica,koju matsuzawa,Thailand,matsuzawa coffee,1200,chiang rai thailand,Matsuzawa Coffee,Specialty Coffee Institute of Asia,7.83,7.75,7.75,7.42,7.83,7.67,m,1200,1200,1200
Arabica,juan luis alvarado romero,Guatemala,exportcafe,3607,huehuetenango,HORACIO CIFUENTES MARTINEZ,Asociacion Nacional Del CafÃ©,7.75,7.92,7.5,8.08,7.58,7.67,ft,1099.4136,1099.4136,1099.4136
Arabica,tembo coffee company ltd,United Republic of Tanzania,tembo coffee company ltd,1620m,shizingo village,Tembo Coffee Company Ltd,Africa Fine Coffee Association,7.83,7.67,7.75,7.83,7.67,7.67,m,1620,1620,1620
Arabica,wayner jimenez,Costa Rica,exclusive coffee - costa rica,1700,tarrazu,Los Angeles Micro-Mill (Ricardo CalderÃ³n),Specialty Coffee Association of Costa Rica,7.92,7.75,7.67,7.67,7.5,7.67,m,1700,1700,1700
Arabica,juan luis alvarado romero,Guatemala,cafcom,1565,solola,FERNANDO FAHSEN,Asociacion Nacional Del CafÃ©,7.75,7.92,7.58,7.92,7.67,7.67,m,1565,1565,1565
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",3280,norte,CHAPULTEPEC,Asociacion Nacional Del CafÃ©,7.58,7.83,7.58,7.83,7.83,7.67,m,3280,3280,3280
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",,oriente,MARGARITA AVILA DE NUYENS,Asociacion Nacional Del CafÃ©,8,7.75,7.5,7.58,7.92,7.67,m,NA,NA,NA
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,AlmacafÃ©,7.92,7.75,7.67,7.75,7.67,7.67,m,1600,1950,1775
Arabica,lusso lab,Guatemala,lusso coffee lab,1550,"aldea xeucalvitz, ixil region, quiche department",Asociacion de Productores de Cafe de la Region Ixil,Specialty Coffee Association,7.58,7.75,7.67,8,7.75,7.67,m,1550,1550,1550
Arabica,juan luis alvarado romero,Guatemala,exportcafe,5440 - 5760 metros,huehuetenango,OTONIEL VILLATORO LOPEZ,Asociacion Nacional Del CafÃ©,7.67,7.83,7.58,7.92,7.75,7.67,ft,1658.112,1755.648,1706.88
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,Asociacion Nacional Del CafÃ©,7.75,7.83,7.5,7.83,7.58,7.67,ft,1219.2,1219.2,1219.2
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,AlmacafÃ©,7.67,7.67,7.5,7.5,7.67,7.67,m,1600,1950,1775
Arabica,ibero kenya limited,Kenya,ibero kenya limited,above 1200 m,blend,Blend of various producers,Kenya Coffee Traders Association,7.67,7.83,7.5,7.75,7.92,7.67,m,1200,1200,1200
Arabica,taylor winch (coffee) ltd.,Kenya,taylor winch (coffee) ltd,1650,central kenya,-,Kenya Coffee Traders Association,7.67,7.75,7.67,7.75,7.83,7.67,m,1650,1650,1650
Arabica,CQI Taiwan ICP CQI,Taiwan,????,,taiwan,YANG TENG KO???,Blossom Valley International,7.75,7.75,7.58,7.75,7.75,7.67,m,NA,NA,NA
Arabica,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,,huila,,AlmacafÃ©,7.92,7.67,7.5,7.83,7.58,7.67,m,NA,NA,NA
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,AlmacafÃ©,7.75,7.58,7.67,7.83,7.83,7.67,m,1600,1950,1775
Arabica,organizaciones de productores de cafe colimense,Mexico,organizaciones de productores de cafe colimense sa de cv,1400,la yerbabuena,coop,AMECAFE,7.75,7.92,7.83,7.92,7.75,7.67,m,1400,1400,1400
Arabica,carcafe ltda ci,Colombia,carcafe ltda,2527,nariÃ±o,Jose Albeiro gomez,AlmacafÃ©,7.92,7.58,7.5,7.83,7.58,7.67,m,2527,2527,2527
Arabica,CQI Taiwan ICP CQI,Taiwan,????,1200,taiwan,,Blossom Valley International,7.75,7.67,7.5,7.75,7.75,7.67,m,1200,1200,1200
Arabica,yasmin cofffee plantation plc,Ethiopia,yasmin coffee plantation plc,1650-1703,oromia,Sumeya Yasin,METAD Agricultural Development plc,7.75,7.75,7.67,7.67,7.58,7.67,m,1650,1703,1676.5
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,AlmacafÃ©,7.67,7.58,7.58,7.83,7.58,7.67,m,1750,1750,1750
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,Asociacion Nacional Del CafÃ©,7.5,7.83,7.5,7.83,7.83,7.67,ft,1310.64,1310.64,1310.64
Arabica,ipanema coffees,Brazil,ipanema coffees,890,south of minas,Ipanema Agricola S.A,Brazil Specialty Coffee Association,7.67,7.67,7.58,7.75,7.67,7.67,m,890,890,890
Arabica,yunnan coffee exchange,China,yunnan coffee exchange,1650,yunnan,Puâ€™er Specialty Coffee Cupping Center,Yunnan Coffee Exchange,7.83,7.75,7.67,7.5,7.58,7.67,m,1650,1650,1650
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,AlmacafÃ©,7.67,7.67,7.67,7.92,7.5,7.67,m,1600,1950,1775
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,AlmacafÃ©,7.58,7.67,7.75,7.67,7.67,7.67,m,1750,1750,1750
Arabica,saul m. hernandez ramirez,Mexico,,700,"huazalingo, hidalgo","MARTINEZ MAGDALENA, AGAPITA",AMECAFE,7.83,7.58,7.58,7.5,7.75,7.67,m,700,700,700
Arabica,carcafe ltda ci,Colombia,,1600 m.s.n.m,cauca,Carlos Peneche/Jesus Peneche/Flor ChacÃ³n,AlmacafÃ©,7.83,7.83,7.58,7.33,7.42,7.67,m,1600,1600,1600
Arabica,kennedy macharia,Kenya,taylor winch (coffee) ltd,1700,meru county,NCHOROIBORO / KIRIANI FACTORY,Kenya Coffee Traders Association,8.08,7.67,7.67,7.58,7.25,7.67,m,1700,1700,1700
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,1200,"leye, alishan township, chiayi county","FANG,ZHENG-LUN ???",Specialty Coffee Association,7.5,7.67,7.33,7.92,7.83,7.67,m,1200,1200,1200
Arabica,rob stephen,Colombia,olam specialty coffee,1550-1700m,huila,Agrotello Coop,Specialty Coffee Association,7.5,7.75,7.5,7.75,7.67,7.67,m,1550,1700,1625
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila supremo,,AlmacafÃ©,7.83,7.75,7.67,7.58,7.58,7.67,m,1750,1750,1750
Arabica,ekai international company ltd.,Indonesia,scai,1200-1600masl,east java,PT. Perkebunan Nusantara XII,Specialty Coffee Association of Indonesia,8.17,7.67,7.58,7.58,7.42,7.67,m,1200,1600,1400
Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",5000,"sacatepequez, guatemala","SIEMBRAS VISION, S.A",Asociacion Nacional Del CafÃ©,7.67,7.5,7.33,8,7.67,7.67,ft,1524,1524,1524
Arabica,andreas kussmaul,Mexico,exportadora cafÃ© california,1200,"chiapas, jaltenango",Exportadora CafÃ© California,AsociaciÃ³n Mexicana De CafÃ©s y CafeterÃ­as De Especialidad A.C.,7.75,7.75,7.58,7.58,7.5,7.67,m,1200,1200,1200
Arabica,essencecoffee,Ethiopia,essence coffee,1700-2000m,yirgacheffe,LevelUp,Blossom Valley International,7.75,7.67,7.58,7.67,7.5,7.67,m,1700,2000,1850
Arabica,bulamburi coffee farmers association,Uganda,bulamburi coffee farmers association,1800,eastern,Bulamburi coffee farmers association,Uganda Coffee Development Authority,7.67,7.67,7.42,7.75,7.75,7.67,m,1800,1800,1800
Arabica,Compañia Colombiana Agroindustrial S.A.,Colombia,ecom cca sa,1600,cundinamarca,,AlmacafÃ©,7.67,7.58,7.67,7.67,7.67,7.67,m,1600,1600,1600
Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,Specialty Coffee Association of Costa Rica,7.92,7.42,7.5,7.67,7.5,7.67,m,1850,1850,1850
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,AlmacafÃ©,7.58,7.58,7.58,7.58,7.75,7.67,m,1600,1950,1775
Arabica,debesa agro industry plc,Ethiopia,debesa agro industry plc,1600 on average,oromia,Debesa,METAD Agricultural Development plc,7.67,7.75,7.5,7.58,7.75,7.67,m,1600,1600,1600
Arabica,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,,huila,,AlmacafÃ©,7.67,7.42,7.67,7.83,7.58,7.67,m,NA,NA,NA
Arabica,the coffee source inc.,Guatemala,the coffee source inc.,1400 mts,atitlan,UNEX,Specialty Coffee Association of Costa Rica,7.58,7.75,7.5,7.83,7.42,7.67,m,1400,1400,1400
Arabica,Reynerio Zepeda,Honduras,cigrah,1350,comayagua,Reynerio Zepeda,Instituto HondureÃ±o del CafÃ©,7.67,7.5,7.67,7.5,7.67,7.67,m,1350,1350,1350
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,AlmacafÃ©,7.58,7.75,7.42,7.67,7.75,7.67,m,1750,1750,1750
Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,AlmacafÃ©,7.67,7.58,7.58,7.67,7.67,7.67,m,1600,1950,1775
Arabica,felipe isaza,Guatemala,coffee resources inc.,4600 ft.,oriente,ConquistaMorito,Specialty Coffee Association,7.5,7.5,7.75,7.5,8,7.67,ft,1402.08,1402.08,1402.08
Arabica,kona pacific farmers cooperative,United States of America,,,nan,,Specialty Coffee Association,7.5,7.67,7.58,7.92,7.58,7.67,ft,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,Asociacion Nacional Del CafÃ©,7.67,7.75,7.5,7.58,7.58,7.67,m,1700,1700,1700
Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,Specialty Coffee Association of Costa Rica,7.58,7.5,7.42,7.92,7.5,7.67,m,1850,1850,1850
Arabica,koju matsuzawa,Thailand,matsuzawa coffee,1200,thailand,Matsuzawa Coffee,Specialty Coffee Institute of Asia,7.5,7.58,7.75,7.5,7.75,7.67,m,1200,1200,1200
Arabica,Consejo Salvadoreño Del Café,El Salvador,Consejo Salvadoreño Del Café,1330,apaneca,"Ibero El Salvador, S.A. de C.V.",Salvadoran Coffee Council,7.58,7.5,7.75,7.58,7.75,7.67,m,1330,1330,1330
Arabica,carcafe ltda ci,Colombia,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,AlmacafÃ©,7.58,7.67,7.58,7.67,7.58,7.67,m,442,442,442
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,Asociacion Nacional Del CafÃ©,7.75,7.83,7.33,7.83,7.5,7.67,ft,1219.2,1219.2,1219.2
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.42,7.75,7.67,7.58,7.67,7.67,ft,NA,NA,NA
Arabica,federacion nacional de cafeteros,Colombia,,,huila,,AlmacafÃ©,7.58,7.58,7.58,7.67,7.75,7.67,m,NA,NA,NA
Arabica,the coffee source inc.,Costa Rica,the coffee source inc.,1300 msnm,san ramon,SEVERAL,Specialty Coffee Association,7.67,7.67,7.42,7.67,7.67,7.67,m,1300,1300,1300
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,Asociacion Nacional Del CafÃ©,7.83,7.67,7.17,7.67,7.67,7.67,ft,1310.64,1310.64,1310.64
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.92,7.5,7.58,7.83,7.67,7.67,ft,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,,,nan,,Specialty Coffee Association,7.58,7.67,7.58,7.5,7.83,7.67,ft,NA,NA,NA
Arabica,troy quimby,Costa Rica,bold coast coffee,1900,tarrazu,Manuel Montero,Specialty Coffee Association,7.5,7.5,7.83,7.5,7.67,7.67,m,1900,1900,1900
Arabica,rodrigo soto,Costa Rica,panamerican coffee trading,,tarrazu,Coopellanobonito,Specialty Coffee Association of Costa Rica,7.83,7.5,7.42,7.67,7.5,7.67,m,NA,NA,NA
Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd,,"sipi, mt elgon",Kawacom Uganda LTD,Uganda Coffee Development Authority,7.5,7.67,7.67,7.42,7.67,7.67,m,NA,NA,NA
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,AlmacafÃ©,7.83,7.5,7.67,7.33,7.67,7.67,m,1750,1750,1750
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.58,7.75,7.83,8,8.08,7.67,ft,NA,NA,NA
Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,la plata,La Plata,AlmacafÃ©,7.67,7.67,7.5,7.5,7.58,7.67,m,1600,1950,1775
Arabica,exportadora de cafe condor s.a,Colombia,,1800 m.s.n.m,cundinamarca,Exportadora de CafÃ© CÃ³ndor S.A,AlmacafÃ©,7.92,7.75,7.5,7.42,7.42,7.67,m,1800,1800,1800
Arabica,cadexsa,Honduras,cadexsa,1450,marcala,JOSE OMAR ACOSTA,Instituto HondureÃ±o del CafÃ©,7.67,7.67,7.5,7.67,7.5,7.67,m,1450,1450,1450
Arabica,yunnan coffee exchange,China,yunnan coffee exchange,1200,yunnan,Mojiang Jinggong Estate Speciality Development Co.Ltd,Yunnan Coffee Exchange,7.5,7.67,7.33,7.67,7.67,7.67,m,1200,1200,1200
Arabica,Consejo Salvadoreño Del Café,El Salvador,Consejo Salvadoreño Del Café,1350,apaneca,Ecom Agroindustrial Corp. Ltd.,Salvadoran Coffee Council,7.5,7.5,7.33,7.67,8,7.67,m,1350,1350,1350
Arabica,doi tung development project,Thailand,doi tung development project,800++,thailand,Doi Tung Development Project,Specialty Coffee Association,7.67,7.58,7.58,7.75,7.42,7.67,m,800,800,800
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,AlmacafÃ©,7.58,7.5,7.5,7.67,7.5,7.67,m,1600,1950,1775
Arabica,mayra yessenia torres,Honduras,"olam honduras, s.a.",1450 msnn,san marcos,Nelson Melgar Melgar,Instituto HondureÃ±o del CafÃ©,7.5,7.5,7.5,7.67,7.67,7.67,m,1450,1450,1450
Arabica,Reynerio Zepeda,Honduras,cigrah,1350,comayagua,Reynerio Zepeda,Instituto HondureÃ±o del CafÃ©,7.67,7.67,7.5,7.67,7.5,7.67,m,1350,1350,1350
Arabica,juan luis alvarado romero,Guatemala,"agricola nueva granada, s.a.",5000 pies,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",Asociacion Nacional Del CafÃ©,7.33,7.83,7.17,8.17,7.33,7.67,ft,1524,1524,1524
Arabica,eileen koyanagi,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.5,7.5,7.58,7.42,7.92,7.67,ft,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,Asociacion Nacional Del CafÃ©,7.67,7.83,7.33,7.67,7.5,7.67,ft,1310.64,1310.64,1310.64
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,AlmacafÃ©,7.58,7.67,7.5,7.58,7.67,7.67,m,1750,1750,1750
Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,chapadÃ£o de ferro (cerrado mineiro),,Brazil Specialty Coffee Association,7.42,7.67,7.58,7.5,7.75,7.67,m,NA,NA,NA
Arabica,eric thormaehlen,Costa Rica,coricafe s.a.,1200-1400,central valley,VARIOS,Specialty Coffee Association of Costa Rica,7.83,7.33,7.5,7.67,7.58,7.67,m,1200,1400,1300
Arabica,eileen koyanagi,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.33,7.75,7.58,7.33,7.83,7.67,ft,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.83,7.83,7.33,7.17,7.75,7.67,ft,NA,NA,NA
Arabica,chris finch,Guatemala,,,nan,,Specialty Coffee Association,7.92,7.67,7.67,7.25,7.83,7.67,m,NA,NA,NA
Arabica,"sunvirtue co., ltd.",Vietnam,"sunvirtue co., ltd.",1550,vietnam cau dat,"Yeh, Li Chuan.",Specialty Coffee Association,7.75,7.67,7.58,7.58,7.42,7.67,m,1550,1550,1550
Arabica,jacques pereira carneiro,Brazil,exportadora de cafÃ©s carmo de minas ltda,1250,sul de minas,NAZARETH DIAS PEREIRA,Specialty Coffee Association,7.75,7.58,7.42,7.67,7.42,7.67,m,1250,1250,1250
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,AlmacafÃ©,7.83,7.5,7.58,7.33,7.5,7.67,m,1750,1750,1750
Arabica,santiago solis ayerdi,Mexico,finca la estancia,1200,atoyac de alvarez,SANTIAGO SOLIS AYERDI,AMECAFE,7.67,7.83,7.5,7.58,7.58,7.67,m,1200,1200,1200
Arabica,doi tung development project,Thailand,,,nan,,Specialty Coffee Association,7.33,7.67,7.58,7.5,7.75,7.67,m,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,,,nan,,Specialty Coffee Association,7.5,7.58,7.42,7.58,7.58,7.67,ft,NA,NA,NA
Arabica,expocaccer coop dos cafeic do cerrado ltda,Brazil,expocaccer,11000 metros,cerrado,GERSON NAIMEG,Brazil Specialty Coffee Association,7.08,7.5,7.5,7.83,7.75,7.67,m,11000,11000,11000
Arabica,Consejo Salvadoreño Del Café,El Salvador,Consejo Salvadoreño Del Café,1250,"el balsamo, quezaltepec","El Barbaro, S.A. de C.V.",Salvadoran Coffee Council,7.33,7.67,7.67,7.83,7.33,7.67,m,1250,1250,1250
Arabica,essencecoffee,Colombia,essence coffee,1200-2000m,huila,Mercedes Narvaez,Blossom Valley International,7.83,7.67,7.5,7.58,7.5,7.67,m,1200,2000,1600
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",518,el progreso,JESUS RAMIREZ,Asociacion Nacional Del CafÃ©,7.58,7.58,7.33,7.58,7.33,7.67,ft,157.8864,157.8864,157.8864
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,650,"dongshan dist., tainan city","???( Lin, Chun-Chi)",Specialty Coffee Association,7.83,7.67,7.33,7.67,7.58,7.67,m,650,650,650
Arabica,Consejo Salvadoreño Del Café,El Salvador,soc. coop. de caf. de ciudad barrios de r.l.,1250,cacahuatique,Soc. Coop. de Caf. de Ciudad Barrios de R.L.,Salvadoran Coffee Council,7.67,7.67,7.17,7.33,7.58,7.67,m,1250,1250,1250
Arabica,yunnan coffee exchange,China,yunnan coffee exchange,1100,yunnan,"Puwen Lvyou Coffee Co.,Ltd",Yunnan Coffee Exchange,7.67,7.5,7.33,7.33,7.67,7.67,m,1100,1100,1100
Arabica,juan luis alvarado romero,Guatemala,"armajaro guatemala, s. a.",5000 ft.,jalapa,ROBERTO MONTERROSO,Asociacion Nacional Del CafÃ©,7.75,7.42,7.25,7.75,7.5,7.67,ft,1524,1524,1524
Arabica,coffee export,Colombia,coffee export,1.65,huila,,AlmacafÃ©,7.67,7.42,7.42,7.58,7.33,7.67,m,165,165,165
Arabica,kona pacific farmers cooperative,United States of America,cqi,,kona,,Specialty Coffee Association,7.25,7.75,7.5,7.83,7.67,7.67,ft,NA,NA,NA
Arabica,Consejo Salvadoreño Del Café,El Salvador,Consejo Salvadoreño Del Café,1200,"el balsamo, quezaltepec","El Barbaro, S.A. de C.V.",Salvadoran Coffee Council,7.67,7.67,7.67,7.67,7.5,7.67,m,1200,1200,1200
Arabica,george a. fernandez,Colombia,,1800 meters (5900,52 narino (exact location: mattituy; municipal region: florida code 381,Mariana Cabrera Pantoja; I.D.: 27 423 625,Specialty Coffee Association,7.33,7.58,7.42,7.42,7.67,7.67,m,1800,5900,3850
Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,campos altos - cerrado,,Brazil Specialty Coffee Association,7.42,7.42,7.5,7.33,7.25,7.67,m,NA,NA,NA
Arabica,dane loraas,Mexico,sustainable harvest,,veracruz,Huatusco,Specialty Coffee Association,7.58,7.58,7.42,7.75,7.67,7.67,m,NA,NA,NA
Arabica,ipanema coffees,Brazil,ipanema coffees,1260,south of minas,Ipanema Coffees,Specialty Coffee Association,7.42,7.5,7.67,7.33,7.42,7.67,m,1260,1260,1260
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,MARGARITA DE NUYENS,Asociacion Nacional Del CafÃ©,7.83,7.67,7.17,7.33,7.5,7.67,ft,1310.64,1310.64,1310.64
Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,AlmacafÃ©,7.67,7.5,7.33,7.5,7.25,7.67,m,1600,1950,1775
Arabica,kona pacific farmers cooperative,United States of America,cqi,,kona,,Specialty Coffee Association,7.33,7.42,7.33,7.75,7.42,7.67,ft,NA,NA,NA
Arabica,manuel herrera juarez,Mexico,,1170,veracruz,MANUEL HERRERA JUAREZ,AMECAFE,7.5,7.58,7.5,7.92,7.42,7.67,m,1170,1170,1170
Arabica,carcafe ltda ci,Colombia,carcafe ltda,442 msnm,huila,JAIME PULIDO / ALBINO MAHECHA / FREDDY MENDEZ,AlmacafÃ©,7.67,7.33,7.25,7.42,7.5,7.67,m,442,442,442
Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,Specialty Coffee Association of Costa Rica,7.75,7.5,7.25,7.25,7.42,7.67,m,1850,1850,1850
